WIN_20221120_22_10_31_Pro.jpg,510,583,777,213,935,163,1074,261,1160,395,661,689,800,463,898,453,971,489,1037,555
WIN_20221120_22_10_39_Pro.jpg,786,567,865,447,911,431,964,455,996,504,820,607,868,546,908,537,933,542,953,562
WIN_20221120_22_10_41_Pro.jpg,799,636,913,365,1009,327,1113,360,1210,438,909,699,956,532,1028,517,1080,525,1127,554
WIN_20221120_22_10_43_Pro.jpg,1152,630,1330,210,1508,131,1664,194,1799,333,1322,763,1387,497,1481,469,1569,480,1643,523
WIN_20221120_22_10_44_Pro.jpg,961,657,1023,365,1152,315,1275,350,1389,453,1038,777,1066,569,1153,547,1221,563,1290,601
WIN_20221120_22_10_45_Pro.jpg,212,688,345,349,454,303,586,350,695,464,375,779,433,554,518,533,589,560,661,602
WIN_20221120_22_10_46_Pro.jpg,35,621,151,287,241,212,412,254,518,346,197,756,250,520,323,479,411,479,480,513
WIN_20221120_22_10_47_Pro.jpg,207,617,325,303,393,229,553,261,669,343,369,735,408,517,490,479,553,489,622,513
WIN_20221120_22_10_48_Pro.jpg,161,511,286,144,407,36,595,92,761,229,356,671,390,411,508,388,570,384,668,414
WIN_20221120_22_10_49_Pro.jpg,894,428,684,153,559,116,426,188,361,294,756,572,664,407,578,396,517,402,466,465
WIN_20221120_22_10_50_Pro (2).jpg,1460,581,1290,328,1186,298,1066,351,988,453,1355,683,1251,546,1173,522,1129,544,1066,581
WIN_20221120_22_10_50_Pro.jpg,1105,562,914,286,825,242,684,312,632,413,986,654,885,497,823,487,763,496,706,552
WIN_20221120_22_10_51_Pro (2).jpg,1702,439,1582,208,1494,178,1379,235,1301,324,1605,541,1566,413,1513,401,1446,424,1389,448
WIN_20221120_22_10_51_Pro.jpg,1558,543,1408,297,1300,268,1184,323,1110,411,1438,648,1378,539,1316,490,1243,497,1186,533
WIN_20221120_22_10_52_Pro (2).jpg,1759,428,1642,218,1545,197,1442,240,1369,328,1661,533,1619,419,1571,402,1513,409,1446,440
WIN_20221120_22_10_53_Pro (2).jpg,1640,442,1499,221,1414,198,1300,249,1242,336,1530,548,1494,403,1435,392,1365,417,1322,447
WIN_20221120_22_10_53_Pro.jpg,1690,450,1562,234,1480,205,1369,254,1308,329,1588,562,1565,445,1499,396,1421,419,1378,468
WIN_20221120_22_10_54_Pro.jpg,1603,440,1454,219,1368,208,1274,261,1212,345,1520,560,1449,417,1397,402,1345,411,1279,454
WIN_20221120_22_10_55_Pro (2).jpg,1525,414,1374,203,1301,186,1196,234,1125,330,1454,506,1387,388,1321,375,1261,381,1199,429
WIN_20221120_22_10_55_Pro.jpg,1558,424,1418,210,1327,194,1227,248,1164,333,1450,518,1404,401,1352,381,1289,400,1243,445
WIN_20221120_22_10_56_Pro (2).jpg,1428,377,1269,173,1169,152,1070,213,1033,313,1337,481,1267,376,1217,362,1165,384,1111,412
WIN_20221120_22_10_56_Pro.jpg,1480,382,1320,174,1231,167,1136,219,1086,312,1384,494,1326,361,1257,349,1217,375,1172,398
WIN_20221120_22_10_57_Pro.jpg,1383,365,1230,178,1137,156,1042,236,992,323,1301,489,1228,360,1186,351,1115,370,1076,421
WIN_20221120_22_11_01_Pro.jpg,1403,746,1210,432,1099,391,975,443,915,549,1256,850,1185,673,1102,636,1050,663,980,684
WIN_20221120_22_11_02_Pro.jpg,1506,762,1347,487,1224,442,1121,490,1045,557,1373,876,1282,687,1228,652,1173,678,1099,692
WIN_20221120_22_11_03_Pro.jpg,1663,850,1493,448,1389,398,1194,442,1090,555,1486,923,1435,705,1348,678,1256,678,1165,686
WIN_20221120_22_11_04_Pro (2).jpg,1551,786,1361,434,1242,400,1095,449,1005,557,1418,888,1306,685,1225,649,1147,642,1078,698
WIN_20221120_22_11_04_Pro.jpg,1676,831,1520,495,1412,435,1263,481,1172,546,1511,924,1441,706,1363,674,1292,675,1226,700
WIN_20221120_22_11_05_Pro.jpg,1465,748,1269,416,1131,387,992,448,913,547,1337,881,1226,689,1141,643,1064,641,997,696
WIN_20221120_22_11_06_Pro (2).jpg,1117,672,894,391,777,382,677,479,622,581,1002,810,871,633,823,638,753,656,704,741
WIN_20221120_22_11_06_Pro.jpg,1331,718,1099,374,974,366,833,442,767,553,1214,860,1066,646,984,626,906,653,870,710
WIN_20221120_22_11_07_Pro.jpg,1043,744,836,406,735,379,661,474,642,574,962,853,802,672,736,672,700,694,682,714
WIN_20221120_22_11_08_Pro (2).jpg,944,682,804,401,695,360,589,442,507,596,871,841,844,734,812,725,741,750,671,781
WIN_20221120_22_11_08_Pro.jpg,1081,699,862,397,704,364,584,456,494,588,956,839,876,678,791,638,708,695,614,730
WIN_20221120_22_11_09_Pro.jpg,845,659,765,412,672,369,570,470,512,620,825,776,808,740,789,725,739,755,673,795
WIN_20221120_22_11_10_Pro (2).jpg,975,657,810,392,683,387,528,473,438,647,893,829,840,726,783,713,689,739,635,792
WIN_20221120_22_11_10_Pro.jpg,985,643,797,392,671,370,520,466,449,645,912,824,839,713,778,709,694,727,614,757
WIN_20221120_22_11_11_Pro.jpg,560,778,808,437,951,429,1069,532,1101,677,729,825,813,645,891,659,940,698,967,763
WIN_20221120_22_11_12_Pro.jpg,504,791,831,435,1006,442,1142,624,1196,829,678,886,819,693,910,721,954,784,971,887
WIN_20221120_22_11_13_Pro (2).jpg,804,696,1073,367,1241,338,1415,494,1509,710,939,854,1065,651,1181,659,1212,730,1288,804
WIN_20221120_22_11_13_Pro.jpg,569,667,834,401,979,397,1101,523,1121,701,729,819,866,647,925,659,962,709,971,792
WIN_20221120_22_11_15_Pro.jpg,1021,551,1373,358,1538,380,1681,557,1704,761,1104,778,1293,626,1377,657,1423,737,1460,804
WIN_20221120_22_11_16_Pro (2).jpg,348,739,604,449,716,402,857,516,940,696,517,876,664,683,725,692,792,751,816,805
WIN_20221120_22_11_16_Pro.jpg,307,787,532,466,640,428,797,531,864,696,456,882,609,709,693,710,729,751,773,845
